,Topic0,Topic1,Topic2,Topic3,Topic4,Topic5,Topic6,Topic7,Topic8,Topic9,dominant_topic
Doc23071,0.02,0.02,0.02,0.02,0.22,0.02,0.02,0.42,0.22,0.02,7
Doc23072,0.01,0.3,0.01,0.01,0.3,0.01,0.01,0.01,0.01,0.3,1
Doc23073,0.27,0.03,0.03,0.03,0.03,0.03,0.27,0.03,0.28,0.03,8
Doc23074,0.09,0.09,0.01,0.1,0.1,0.29,0.12,0.01,0.18,0.01,5
Doc23075,0.02,0.22,0.02,0.02,0.02,0.22,0.22,0.02,0.02,0.22,1
Doc23076,0.02,0.02,0.21,0.02,0.24,0.22,0.02,0.02,0.02,0.23,4
Doc23077,0.02,0.28,0.02,0.02,0.02,0.4,0.02,0.02,0.19,0.02,5
Doc23078,0.02,0.18,0.02,0.02,0.35,0.02,0.02,0.35,0.02,0.02,4
Doc23079,0.22,0.02,0.02,0.3,0.02,0.02,0.02,0.34,0.02,0.02,7
Doc23080,0.02,0.02,0.45,0.02,0.02,0.25,0.02,0.18,0.02,0.02,2
Doc23081,0.62,0.02,0.02,0.02,0.02,0.02,0.22,0.02,0.02,0.02,0
Doc23082,0.03,0.28,0.03,0.03,0.28,0.27,0.03,0.03,0.03,0.03,1
Doc23083,0.01,0.01,0.01,0.01,0.12,0.01,0.23,0.12,0.01,0.46,9
Doc23084,0.37,0.03,0.03,0.03,0.03,0.03,0.03,0.37,0.03,0.03,0
Doc23085,0.03,0.03,0.03,0.03,0.03,0.03,0.37,0.37,0.03,0.03,6
Doc23086,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,6
Doc23087,0.03,0.03,0.03,0.7,0.03,0.03,0.03,0.03,0.03,0.03,3
Doc23088,0.01,0.01,0.3,0.19,0.01,0.1,0.01,0.01,0.19,0.17,2
Doc23089,0.02,0.52,0.02,0.02,0.35,0.02,0.02,0.02,0.02,0.02,1
Doc23090,0.16,0.13,0.01,0.01,0.01,0.21,0.21,0.01,0.16,0.09,5
Doc23091,0.22,0.02,0.02,0.02,0.02,0.02,0.62,0.02,0.02,0.02,6
Doc23092,0.27,0.03,0.03,0.03,0.03,0.03,0.28,0.03,0.03,0.28,6
Doc23093,0.02,0.22,0.22,0.02,0.02,0.22,0.22,0.02,0.02,0.02,1
Doc23094,0.01,0.01,0.14,0.01,0.17,0.09,0.15,0.16,0.17,0.09,4
Doc23095,0.01,0.39,0.01,0.01,0.19,0.17,0.01,0.18,0.01,0.01,1
Doc23096,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,5
Doc23097,0.01,0.21,0.01,0.01,0.12,0.14,0.16,0.11,0.12,0.12,1
Doc23098,0.12,0.01,0.43,0.01,0.01,0.15,0.01,0.01,0.23,0.01,2
Doc23099,0.02,0.02,0.02,0.42,0.02,0.02,0.02,0.02,0.02,0.42,3
Doc23100,0.16,0.01,0.16,0.01,0.01,0.27,0.01,0.16,0.19,0.01,5
Doc23101,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.52,0.27,0.03,7
Doc23102,0.03,0.03,0.03,0.03,0.03,0.03,0.28,0.03,0.52,0.03,8
Doc23103,0.01,0.01,0.23,0.23,0.01,0.23,0.12,0.01,0.01,0.12,2
Doc23104,0.01,0.01,0.01,0.16,0.01,0.01,0.01,0.01,0.3,0.44,9
Doc23105,0.18,0.02,0.02,0.02,0.48,0.22,0.02,0.02,0.02,0.02,4
Doc23106,0.05,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,6
Doc23107,0.02,0.02,0.02,0.22,0.02,0.02,0.02,0.22,0.22,0.22,3
Doc23108,0.02,0.02,0.02,0.02,0.57,0.02,0.02,0.02,0.02,0.27,4
Doc23109,0.02,0.18,0.18,0.18,0.02,0.02,0.02,0.02,0.18,0.18,1
Doc23110,0.03,0.03,0.39,0.41,0.03,0.03,0.03,0.03,0.03,0.03,3
Doc23111,0.27,0.27,0.03,0.03,0.03,0.03,0.03,0.27,0.03,0.03,0
Doc23112,0.01,0.16,0.01,0.18,0.01,0.18,0.25,0.01,0.16,0.01,6
Doc23113,0.01,0.01,0.18,0.01,0.01,0.19,0.01,0.01,0.16,0.39,9
Doc23114,0.03,0.03,0.52,0.03,0.03,0.03,0.03,0.27,0.03,0.03,2
Doc23115,0.27,0.03,0.28,0.28,0.03,0.03,0.03,0.03,0.03,0.03,2
Doc23116,0.22,0.12,0.01,0.12,0.01,0.14,0.01,0.12,0.01,0.23,9
Doc23117,0.03,0.03,0.03,0.03,0.35,0.03,0.45,0.03,0.03,0.03,6
Doc23118,0.13,0.01,0.01,0.16,0.12,0.13,0.01,0.11,0.01,0.3,9
Doc23119,0.03,0.03,0.03,0.03,0.77,0.03,0.03,0.03,0.03,0.03,4
Doc23120,0.03,0.03,0.03,0.03,0.03,0.03,0.52,0.03,0.27,0.03,6
Doc23121,0.03,0.27,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.52,9
Doc23122,0.01,0.28,0.15,0.01,0.27,0.01,0.01,0.13,0.11,0.01,1
Doc23123,0.34,0.12,0.01,0.01,0.01,0.01,0.23,0.01,0.01,0.24,0
Doc23124,0.03,0.03,0.03,0.03,0.03,0.7,0.03,0.03,0.03,0.03,5
Doc23125,0.02,0.02,0.02,0.52,0.02,0.02,0.18,0.18,0.02,0.02,3
Doc23126,0.03,0.28,0.03,0.03,0.03,0.03,0.27,0.03,0.28,0.03,1
Doc23127,0.16,0.26,0.01,0.08,0.23,0.08,0.01,0.01,0.15,0.01,1
Doc23128,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.7,9
Doc23129,0.37,0.03,0.03,0.03,0.03,0.03,0.03,0.37,0.03,0.03,0
Doc23130,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,5
Doc23131,0.01,0.24,0.09,0.09,0.1,0.01,0.12,0.1,0.24,0.01,1
Doc23132,0.02,0.3,0.02,0.02,0.02,0.02,0.34,0.02,0.22,0.02,6
Doc23133,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.22,0.22,0.42,9
Doc23134,0.01,0.21,0.11,0.01,0.41,0.01,0.11,0.01,0.11,0.01,4
Doc23135,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.37,0.37,8
Doc23136,0.02,0.22,0.02,0.02,0.02,0.22,0.02,0.42,0.02,0.02,7
Doc23137,0.19,0.12,0.01,0.11,0.23,0.01,0.01,0.11,0.01,0.2,4
Doc23138,0.03,0.03,0.03,0.03,0.7,0.03,0.03,0.03,0.03,0.03,4
Doc23139,0.02,0.02,0.22,0.02,0.02,0.22,0.42,0.02,0.02,0.02,6
Doc23140,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1
Doc23141,0.14,0.14,0.16,0.14,0.01,0.01,0.14,0.24,0.01,0.01,7
Doc23142,0.19,0.01,0.13,0.01,0.29,0.01,0.14,0.11,0.1,0.01,4
Doc23143,0.16,0.01,0.01,0.01,0.24,0.16,0.01,0.01,0.01,0.39,9
Doc23144,0.03,0.03,0.03,0.03,0.37,0.03,0.03,0.03,0.37,0.03,4
Doc23145,0.18,0.18,0.02,0.02,0.02,0.18,0.02,0.18,0.18,0.02,0
Doc23146,0.02,0.42,0.02,0.02,0.02,0.02,0.42,0.02,0.02,0.02,1
Doc23147,0.03,0.03,0.7,0.03,0.03,0.03,0.03,0.03,0.03,0.03,2
Doc23148,0.03,0.03,0.37,0.03,0.03,0.03,0.37,0.03,0.03,0.03,2
Doc23149,0.03,0.03,0.03,0.03,0.03,0.03,0.27,0.03,0.03,0.52,9
Doc23150,0.03,0.03,0.03,0.03,0.03,0.03,0.37,0.03,0.37,0.03,6
Doc23151,0.01,0.12,0.12,0.01,0.01,0.34,0.12,0.01,0.12,0.12,5
Doc23152,0.03,0.03,0.7,0.03,0.03,0.03,0.03,0.03,0.03,0.03,2
Doc23153,0.03,0.03,0.03,0.03,0.03,0.38,0.03,0.42,0.03,0.03,7
Doc23154,0.18,0.35,0.02,0.02,0.18,0.18,0.02,0.02,0.02,0.02,1
Doc23155,0.01,0.14,0.01,0.14,0.01,0.01,0.01,0.01,0.39,0.26,8
Doc23156,0.02,0.02,0.02,0.02,0.22,0.22,0.02,0.22,0.22,0.02,4
Doc23157,0.27,0.02,0.25,0.34,0.02,0.02,0.02,0.02,0.02,0.02,3
Doc23158,0.01,0.12,0.01,0.01,0.27,0.01,0.01,0.4,0.01,0.14,7
Doc23159,0.02,0.33,0.02,0.27,0.02,0.02,0.02,0.02,0.02,0.26,1
Doc23160,0.01,0.26,0.01,0.01,0.16,0.16,0.19,0.16,0.01,0.01,1
Doc23161,0.26,0.01,0.01,0.14,0.01,0.01,0.01,0.26,0.01,0.26,0
Doc23162,0.27,0.27,0.03,0.03,0.03,0.27,0.03,0.03,0.03,0.03,0
Doc23163,0.22,0.02,0.02,0.02,0.02,0.02,0.22,0.02,0.42,0.02,8
Doc23164,0.03,0.03,0.03,0.03,0.28,0.03,0.27,0.28,0.03,0.03,4
Doc23165,0.58,0.02,0.02,0.02,0.26,0.02,0.02,0.02,0.02,0.02,0
Doc23166,0.18,0.24,0.01,0.01,0.17,0.01,0.01,0.01,0.17,0.18,1
Doc23167,0.22,0.02,0.02,0.22,0.02,0.02,0.02,0.22,0.02,0.22,0
Doc23168,0.22,0.02,0.02,0.02,0.33,0.02,0.02,0.31,0.02,0.02,4
Doc23169,0.01,0.3,0.3,0.01,0.3,0.01,0.01,0.01,0.01,0.01,1
Doc23170,0.02,0.02,0.02,0.02,0.26,0.02,0.02,0.02,0.25,0.34,9
Doc23171,0.02,0.22,0.02,0.02,0.33,0.02,0.02,0.02,0.02,0.31,4
Doc23172,0.02,0.02,0.02,0.18,0.02,0.02,0.35,0.02,0.35,0.02,6
Doc23173,0.02,0.24,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.6,9
Doc23174,0.01,0.11,0.01,0.31,0.01,0.21,0.11,0.01,0.21,0.01,3
Doc23175,0.01,0.11,0.11,0.11,0.11,0.11,0.01,0.31,0.11,0.01,7
Doc23176,0.01,0.14,0.01,0.12,0.01,0.01,0.01,0.12,0.23,0.33,9
Doc23177,0.14,0.26,0.01,0.01,0.01,0.01,0.01,0.39,0.14,0.01,7
Doc23178,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0
Doc23179,0.01,0.1,0.01,0.01,0.38,0.01,0.46,0.01,0.01,0.01,6
Doc23180,0.02,0.35,0.02,0.02,0.18,0.18,0.02,0.18,0.02,0.02,1
Doc23181,0.02,0.02,0.02,0.02,0.02,0.42,0.02,0.02,0.22,0.22,5
Doc23182,0.02,0.39,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.47,9
Doc23183,0.14,0.26,0.01,0.14,0.01,0.01,0.01,0.26,0.01,0.14,1
Doc23184,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.77,9
Doc23185,0.05,0.05,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,5
Doc23186,0.01,0.16,0.12,0.01,0.12,0.01,0.21,0.01,0.23,0.13,8
Doc23187,0.03,0.03,0.52,0.03,0.27,0.03,0.03,0.03,0.03,0.03,2
Doc23188,0.21,0.21,0.01,0.01,0.01,0.11,0.11,0.11,0.11,0.11,0
Doc23189,0.03,0.03,0.03,0.7,0.03,0.03,0.03,0.03,0.03,0.03,3
Doc23190,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1
Doc23191,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,9
Doc23192,0.21,0.45,0.01,0.01,0.19,0.01,0.01,0.01,0.1,0.01,1
Doc23193,0.02,0.02,0.02,0.02,0.02,0.02,0.42,0.02,0.42,0.02,6
Doc23194,0.02,0.02,0.22,0.02,0.22,0.02,0.02,0.22,0.22,0.02,2
Doc23195,0.01,0.01,0.01,0.34,0.18,0.01,0.21,0.01,0.01,0.18,3
Doc23196,0.02,0.02,0.26,0.02,0.31,0.02,0.02,0.29,0.02,0.02,4
Doc23197,0.18,0.35,0.02,0.02,0.02,0.02,0.02,0.18,0.18,0.02,1
Doc23198,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.37,0.37,8
Doc23199,0.03,0.28,0.27,0.03,0.03,0.03,0.03,0.28,0.03,0.03,1
Doc23200,0.03,0.52,0.03,0.03,0.03,0.03,0.03,0.27,0.03,0.03,1
Doc23201,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.27,0.52,9
Doc23202,0.3,0.19,0.01,0.01,0.01,0.01,0.41,0.01,0.01,0.01,6
Doc23203,0.03,0.03,0.03,0.03,0.43,0.37,0.03,0.03,0.03,0.03,4
Doc23204,0.32,0.09,0.18,0.09,0.01,0.01,0.19,0.09,0.01,0.01,0
Doc23205,0.01,0.01,0.01,0.25,0.01,0.15,0.27,0.01,0.01,0.26,6
Doc23206,0.03,0.03,0.03,0.03,0.37,0.03,0.03,0.03,0.37,0.03,4
Doc23207,0.12,0.01,0.01,0.14,0.14,0.01,0.01,0.01,0.12,0.42,9
Doc23208,0.01,0.01,0.09,0.17,0.01,0.09,0.19,0.35,0.08,0.01,7
Doc23209,0.02,0.02,0.02,0.02,0.02,0.18,0.18,0.18,0.02,0.35,9
Doc23210,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.32,0.22,0.32,7
Doc23211,0.01,0.16,0.01,0.16,0.18,0.01,0.16,0.28,0.01,0.01,7
Doc23212,0.37,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.37,0.03,0
Doc23213,0.13,0.31,0.01,0.01,0.1,0.1,0.12,0.01,0.01,0.21,1
Doc23214,0.37,0.03,0.03,0.03,0.37,0.03,0.03,0.03,0.03,0.03,0
Doc23215,0.01,0.01,0.23,0.01,0.24,0.08,0.01,0.16,0.01,0.24,4
Doc23216,0.01,0.01,0.01,0.01,0.19,0.01,0.55,0.01,0.01,0.17,6
Doc23217,0.1,0.01,0.1,0.19,0.19,0.01,0.19,0.1,0.1,0.01,3
Doc23218,0.01,0.01,0.01,0.01,0.39,0.26,0.26,0.01,0.01,0.01,4
Doc23219,0.02,0.02,0.02,0.42,0.02,0.02,0.02,0.42,0.02,0.02,3
Doc23220,0.03,0.7,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1
Doc23221,0.01,0.01,0.18,0.01,0.01,0.4,0.01,0.16,0.18,0.01,5
Doc23222,0.02,0.02,0.18,0.02,0.02,0.18,0.02,0.02,0.35,0.18,8
Doc23223,0.01,0.01,0.15,0.3,0.16,0.01,0.18,0.01,0.01,0.15,3
Doc23224,0.02,0.02,0.3,0.02,0.02,0.34,0.02,0.02,0.22,0.02,5
Doc23225,0.03,0.77,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1
Doc23226,0.03,0.03,0.03,0.03,0.03,0.28,0.03,0.03,0.28,0.27,5
Doc23227,0.18,0.02,0.28,0.02,0.02,0.02,0.02,0.18,0.02,0.25,2
Doc23228,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.7,0.03,0.03,7
Doc23229,0.55,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0
Doc23230,0.01,0.01,0.01,0.01,0.01,0.01,0.16,0.16,0.59,0.01,8
Doc23231,0.12,0.01,0.23,0.01,0.01,0.12,0.23,0.01,0.12,0.12,2
Doc23232,0.28,0.03,0.03,0.03,0.28,0.03,0.03,0.27,0.03,0.03,0
Doc23233,0.02,0.02,0.02,0.02,0.35,0.02,0.35,0.18,0.02,0.02,4
Doc23234,0.01,0.36,0.1,0.1,0.01,0.01,0.01,0.1,0.1,0.2,1
Doc23235,0.01,0.01,0.01,0.09,0.01,0.01,0.58,0.18,0.01,0.1,6
Doc23236,0.01,0.01,0.01,0.37,0.01,0.01,0.21,0.01,0.01,0.35,3
Doc23237,0.02,0.39,0.02,0.02,0.02,0.25,0.02,0.22,0.02,0.02,1
Doc23238,0.05,0.05,0.05,0.55,0.05,0.05,0.05,0.05,0.05,0.05,3
Doc23239,0.23,0.01,0.01,0.12,0.01,0.23,0.23,0.01,0.01,0.12,0
Doc23240,0.02,0.29,0.2,0.02,0.02,0.02,0.02,0.02,0.2,0.22,1
Doc23241,0.01,0.21,0.32,0.36,0.01,0.01,0.01,0.01,0.01,0.01,3
Doc23242,0.02,0.18,0.44,0.02,0.26,0.02,0.02,0.02,0.02,0.02,2
Doc23243,0.02,0.02,0.02,0.21,0.02,0.02,0.29,0.02,0.18,0.22,6
Doc23244,0.01,0.26,0.14,0.14,0.01,0.14,0.01,0.01,0.26,0.01,1
Doc23245,0.14,0.14,0.14,0.01,0.26,0.01,0.01,0.01,0.26,0.01,4
Doc23246,0.15,0.18,0.01,0.01,0.01,0.01,0.01,0.01,0.14,0.45,9
Doc23247,0.02,0.02,0.02,0.22,0.02,0.02,0.22,0.02,0.22,0.22,3
Doc23248,0.03,0.03,0.03,0.37,0.03,0.03,0.03,0.03,0.03,0.37,3
Doc23249,0.01,0.01,0.01,0.01,0.01,0.01,0.3,0.16,0.19,0.27,6
Doc23250,0.01,0.14,0.14,0.01,0.01,0.14,0.14,0.26,0.14,0.01,7
Doc23251,0.02,0.02,0.02,0.02,0.02,0.18,0.18,0.02,0.18,0.35,9
Doc23252,0.28,0.03,0.03,0.03,0.28,0.03,0.03,0.03,0.27,0.03,0
Doc23253,0.26,0.01,0.16,0.01,0.01,0.01,0.01,0.01,0.16,0.34,9
Doc23254,0.16,0.01,0.01,0.01,0.3,0.16,0.01,0.16,0.01,0.16,4
Doc23255,0.01,0.12,0.01,0.01,0.12,0.12,0.23,0.34,0.01,0.01,7
Doc23256,0.03,0.03,0.03,0.03,0.28,0.52,0.03,0.03,0.03,0.03,5
Doc23257,0.01,0.01,0.17,0.17,0.01,0.01,0.4,0.01,0.01,0.17,6
Doc23258,0.3,0.16,0.01,0.01,0.01,0.01,0.01,0.3,0.16,0.01,0
Doc23259,0.02,0.02,0.02,0.02,0.02,0.02,0.47,0.4,0.02,0.02,6
Doc23260,0.03,0.03,0.03,0.03,0.03,0.03,0.7,0.03,0.03,0.03,6
Doc23261,0.07,0.01,0.01,0.14,0.27,0.14,0.01,0.01,0.14,0.21,4
Doc23262,0.03,0.45,0.03,0.35,0.03,0.03,0.03,0.03,0.03,0.03,1
Doc23263,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.55,9
Doc23264,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.7,9
Doc23265,0.01,0.12,0.01,0.01,0.01,0.13,0.29,0.39,0.01,0.01,7
Doc23266,0.08,0.08,0.08,0.09,0.01,0.01,0.21,0.26,0.01,0.17,7
Doc23267,0.28,0.02,0.02,0.36,0.02,0.02,0.02,0.22,0.02,0.02,3
Doc23268,0.27,0.01,0.01,0.15,0.01,0.14,0.01,0.12,0.13,0.14,0
Doc23269,0.02,0.02,0.02,0.02,0.02,0.18,0.35,0.18,0.02,0.18,6
Doc23270,0.02,0.22,0.02,0.02,0.02,0.02,0.22,0.02,0.42,0.02,8
Doc23271,0.02,0.02,0.02,0.02,0.02,0.02,0.59,0.02,0.02,0.25,6
Doc23272,0.02,0.18,0.52,0.02,0.02,0.02,0.02,0.02,0.02,0.18,2
Doc23273,0.01,0.01,0.34,0.21,0.17,0.01,0.01,0.01,0.01,0.19,2
Doc23274,0.03,0.27,0.03,0.03,0.03,0.03,0.03,0.03,0.28,0.27,8
Doc23275,0.02,0.02,0.02,0.52,0.02,0.02,0.02,0.02,0.02,0.32,3
Doc23276,0.02,0.02,0.42,0.02,0.22,0.02,0.02,0.02,0.02,0.22,2
Doc23277,0.03,0.03,0.03,0.37,0.03,0.37,0.03,0.03,0.03,0.03,3
Doc23278,0.14,0.14,0.01,0.26,0.14,0.14,0.14,0.01,0.01,0.01,3
Doc23279,0.28,0.03,0.03,0.03,0.27,0.28,0.03,0.03,0.03,0.03,0
Doc23280,0.02,0.02,0.02,0.02,0.02,0.02,0.22,0.22,0.22,0.22,6
Doc23281,0.16,0.01,0.18,0.01,0.39,0.01,0.01,0.01,0.01,0.19,4
Doc23282,0.11,0.49,0.01,0.11,0.01,0.12,0.13,0.01,0.01,0.01,1
